Cat_ID_timepoint,Cat_ID,Owner_ID,timepoint,date,dob,Age_years,Breed,breed,Sex,neuter_status,weight,BCS,MCS_combined,Heart_murmur,HM_grade,HM_at_least_once,HR,CKD,CKD_IRIS,CKD_over.study,Hypertension,hypertensive_over.study,Diabetes_mellitus,diabetes_over.study,Hyperthyroidism,hyperthyroid_over.study,oe.abnormalities_Yes_no_incomplete,oe.abnormality_score,oe_abnormalities_over_study,Dental_disease,dental_dz_over_study,Neoplasia,neoplasia_over.study,FIV.Y.N.,Medications,log_sbp,SBP,Healthy_visit,Overall_health_status
Cat014_4,Cat014,Own011,4,22/06/2021,15/05/2010,11.10472279,Non-pedigree,DSH,Female,Yes,4.74,6,26,No,0,No,140,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.794136286,120.8,Yes,Not_Healthy
Cat014_4.5,Cat014,Own011,4.5,15/12/2021,15/05/2010,11.58658453,Non-pedigree,DSH,Female,Yes,5.15,7,22,No,0,No,128,No,0,No,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat014_5,Cat014,Own011,5,31/05/2022,15/05/2010,12.04380561,Non-pedigree,DSH,Female,Yes,5.3,7,NA,No,0,No,164,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat014_5.5,Cat014,Own011,5.5,20/10/2022,15/05/2010,12.43258042,Non-pedigree,DSH,Female,Yes,5.81,7,24,No,0,No,180,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.8978398,134,Yes,Not_Healthy
Cat014_6,Cat014,Own011,6,24/05/2023,15/05/2010,13.02395619,Non-pedigree,DSH,Female,Yes,5.65,7,20,No,0,No,160,No,NA,No,NA,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,NA,NA,No,Not_Healthy
Cat015_0,Cat015,Own012,0,31/05/2017,03/09/2007,9.741273101,Non-pedigree,DSH,Male,Yes,4.32,6,30,No,0,No,200,No,0,No,Yes,Yes,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,5.298317367,200,Yes,Not_Healthy
Cat015_0.5,Cat015,Own012,0.5,15/11/2017,03/09/2007,10.20123203,Non-pedigree,DSH,Male,Yes,5.65,6,30,No,0,No,190,No,0,No,No,Yes,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.615120517,101,Yes,Not_Healthy
Cat015_1.5,Cat015,Own012,1.5,01/11/2018,03/09/2007,11.16221766,Non-pedigree,DSH,Male,Yes,4.37,6,28,No,0,No,168,No,0,No,Yes,Yes,No,No,No,No,Yes,3,1,No,1,No,No,No,NA,5.103518288,164.6,No,Not_Healthy
Cat015_2,Cat015,Own012,2,15/05/2019,03/09/2007,11.69609856,Non-pedigree,DSH,Male,Yes,4.51,6,30,No,0,No,196,No,0,No,Yes,Yes,No,No,No,No,Yes,11,1,No,1,No,No,No,NA,5.212214667,183.5,No,Not_Healthy
Cat015_2.5,Cat015,Own012,2.5,12/11/2019,03/09/2007,12.19164956,Non-pedigree,DSH,Male,Yes,4.22,5,26,No,0,No,186,No,0,No,Yes,Yes,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,5.220355825,185,No,Not_Healthy
Cat016_0,Cat016,Own013,0,31/05/2017,10/03/2008,9.223819302,Pedigree,Balinese,Male,Yes,5.65,6,30,No,0,No,220,No,0,Yes,No,No,No,No,No,No,Yes,1,1,Yes,1,No,Yes,No,NA,4.943069975,140.2,Yes,Not_Healthy
Cat016_0.5,Cat016,Own013,0.5,16/11/2017,10/03/2008,9.686516085,Pedigree,Balinese,Male,Yes,6.09,6,30,No,0,No,180,No,0,Yes,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,Yes,No,NA,4.833102254,125.6,Yes,Not_Healthy
Cat016_1,Cat016,Own013,1,30/05/2018,10/03/2008,10.22039699,Pedigree,Balinese,Male,Yes,5.74,7,30,No,0,No,180,No,0,Yes,No,No,No,No,No,No,No,0,1,Yes,1,No,Yes,No,NA,4.812184355,123,Yes,Not_Healthy
Cat016_1.5,Cat016,Own013,1.5,29/11/2018,10/03/2008,10.72142368,Pedigree,Balinese,Male,Yes,5.78,7,30,No,0,No,174,Yes,2,Yes,No,No,No,No,No,No,No,0,1,Yes,1,No,Yes,No,NA,4.955827058,142,No,Not_Healthy
Cat017_0,Cat017,Own014,0,31/05/2017,01/02/2008,9.327857632,Non-pedigree,DSH,Female,Yes,3.81,4,NA,No,0,No,152,No,NA,No,NA,No,No,No,No,No,Incomplete_OE,NA,0,NA,0,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat017_0.5,Cat017,Own014,0.5,22/11/2017,01/02/2008,9.80698152,Non-pedigree,DSH,Female,Yes,4.02,4,NA,No,0,No,168,No,NA,No,NA,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat017_1,Cat017,Own014,1,01/05/2018,01/02/2008,10.24503765,Non-pedigree,DSH,Female,Yes,3.92,6,30,No,0,No,150,No,NA,No,NA,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat017_1.5,Cat017,Own014,1.5,24/10/2018,01/02/2008,10.72689938,Non-pedigree,DSH,Female,Yes,3.74,5,30,No,0,No,NA,No,NA,No,NA,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat017_2,Cat017,Own014,2,25/04/2019,01/02/2008,11.22792608,Non-pedigree,DSH,Female,Yes,3.53,4,NA,No,0,No,216,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,4.744932128,115,Yes,Not_Healthy
Cat017_2.5,Cat017,Own014,2.5,15/10/2019,01/02/2008,11.70157426,Non-pedigree,DSH,Female,Yes,3.69,5,NA,No,0,No,192,No,0,No,Yes,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,5.075173815,160,Yes,Not_Healthy
Cat017_3,Cat017,Own014,3,05/05/2020,01/02/2008,12.25735797,Non-pedigree,DSH,Female,Yes,3.7,NA,NA,No,0,No,NA,No,NA,No,NA,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat017_3.5,Cat017,Own014,3.5,29/10/2020,01/02/2008,12.74195756,Non-pedigree,DSH,Female,Yes,3.92,5,NA,No,0,No,186,No,NA,No,NA,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,NA,NA,Yes,Not_Healthy
Cat017_4.5,Cat017,Own014,4.5,07/12/2021,01/02/2008,13.84804928,Non-pedigree,DSH,Female,Yes,3.97,5,28,No,0,No,200,No,0,No,No,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,4.787491743,120,Yes,Not_Healthy
Cat017_5,Cat017,Own014,5,06/07/2022,01/02/2008,14.4257358,Non-pedigree,DSH,Female,Yes,3.56,5,22,No,0,No,184,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,4.882801923,132,Yes,Not_Healthy
Cat018_0,Cat018,Own015,0,06/06/2017,12/09/2008,8.73100616,Non-pedigree,DMH,Male,Yes,5.01,4,26,No,0,No,200,No,0,No,No,No,No,No,No,No,No,0,0,No,0,No,No,No,NA,4.513054897,91.2,Yes,Healthy
Cat018_0.5,Cat018,Own015,0.5,05/12/2017,12/09/2008,9.229295003,Non-pedigree,DMH,Male,Yes,6.34,7,30,No,0,No,200,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,0,No,0,No,No,No,NA,4.864452784,129.6,Yes,Healthy
Cat019_0,Cat019,Own015,0,06/06/2017,12/09/2007,9.733059548,Non-pedigree,DSH,Female,Yes,3.23,4,26,No,0,Yes,210,No,0,No,No,No,No,No,No,No,Yes,4,1,No,0,No,No,No,NA,4.787491743,120,Yes,Not_Healthy
Cat019_0.5,Cat019,Own015,0.5,05/12/2017,12/09/2007,10.23134839,Non-pedigree,DSH,Female,Yes,3.74,6,27,Yes,2,Yes,210,No,NA,No,No,No,No,No,No,No,Yes,8,1,No,0,No,No,No,NA,4.842611042,126.8,No,Not_Healthy
Cat020_0,Cat020,Own015,0,06/06/2017,12/09/2008,8.73100616,Non-pedigree,DLH,Male,Yes,4.61,5,30,No,0,No,200,No,0,No,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.71492105,111.6,Yes,Not_Healthy
Cat020_0.5,Cat020,Own015,0.5,05/12/2017,12/09/2008,9.229295003,Non-pedigree,DLH,Male,Yes,5.16,5,30,No,0,No,232,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.732683506,113.6,Yes,Not_Healthy
Cat021_0,Cat021,Own016,0,07/06/2017,12/09/2007,9.735797399,Non-pedigree,DSH,Male,Yes,5.71,7,30,No,0,No,200,No,0,No,No,No,No,No,No,No,Yes,1,1,No,0,No,No,No,NA,4.746669748,115.2,Yes,Not_Healthy
Cat021_0.5,Cat021,Own016,0.5,19/12/2017,12/09/2007,10.2696783,Non-pedigree,DSH,Male,Yes,5.22,7,30,No,0,No,180,No,0,No,No,No,No,No,No,No,No,0,1,No,0,No,No,No,NA,4.80073697,121.6,Yes,Not_Healthy
Cat021_1,Cat021,Own016,1,11/07/2018,12/09/2007,10.82819986,Non-pedigree,DSH,Male,Yes,5.8,7,30,No,0,No,168,No,2,No,No,No,No,No,No,No,Yes,2,1,No,0,No,No,No,NA,4.787491743,120,Yes,Not_Healthy
Cat021_1.5,Cat021,Own016,1.5,22/01/2019,12/09/2007,11.36208077,Non-pedigree,DSH,Male,Yes,5.74,7,30,No,0,No,192,No,0,No,No,No,No,No,No,No,No,0,1,No,0,No,No,No,NA,4.905274778,135,Yes,Not_Healthy
Cat021_2,Cat021,Own016,2,28/08/2019,12/09/2007,11.95893224,Non-pedigree,DSH,Male,Yes,5.55,7,30,No,0,No,204,No,0,No,No,No,No,No,No,No,Yes,2,1,No,0,No,No,No,NA,4.848116365,127.5,Yes,Not_Healthy
Cat021_2.5,Cat021,Own016,2.5,05/02/2020,12/09/2007,12.39972621,Non-pedigree,DSH,Male,Yes,5.68,7,30,No,0,No,192,No,0,No,No,No,No,No,No,No,Yes,NA,1,No,0,No,No,No,NA,4.812184355,123,Yes,Not_Healthy
Cat022_0,Cat022,Own017,0,13/06/2017,19/05/2007,10.0698152,Non-pedigree,DSH,Male,Yes,4.65,4,20,No,0,No,150,No,0,No,No,No,No,No,No,No,Yes,3,1,Yes,1,Yes,Yes,Yes,NA,4.903792198,134.8,No,Not_Healthy
Cat023_0,Cat023,Own018,0,13/06/2017,10/09/2008,8.755646817,Non-pedigree,DMH,Male,Yes,6.2,5,30,No,0,Yes,170,No,0,No,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.804021045,122,Yes,Healthy
Cat023_0.5,Cat023,Own018,0.5,12/12/2017,10/09/2008,9.253935661,Non-pedigree,DMH,Male,Yes,5.06,6,30,No,0,Yes,176,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,NA,NA,Yes,Healthy
Cat023_1,Cat023,Own018,1,12/06/2018,10/09/2008,9.752224504,Non-pedigree,DMH,Male,Yes,5.85,6,30,No,0,Yes,192,No,0,No,No,No,No,No,No,No,Yes,2,1,Yes,1,No,No,No,NA,4.795790546,121,Yes,Healthy
Cat023_1.5,Cat023,Own018,1.5,09/01/2019,10/09/2008,10.32991102,Non-pedigree,DMH,Male,Yes,6.06,6,30,No,0,Yes,186,No,0,No,No,No,No,No,No,No,Yes,1,1,No,1,No,No,No,NA,4.941642423,140,Yes,Healthy
Cat023_2,Cat023,Own018,2,28/06/2019,10/09/2008,10.79534565,Non-pedigree,DMH,Male,Yes,5.46,5,30,Yes,2,Yes,180,No,0,No,No,No,No,No,No,No,No,0,1,No,1,No,No,No,NA,4.96807568,143.75,Yes,Healthy
Cat023_2.5,Cat023,Own018,2.5,11/12/2019,10/09/2008,11.24982888,Non-pedigree,DMH,Male,Yes,5.43,5,30,No,0,Yes,204,No,0,No,No,No,No,No,No,No,Yes,1,1,No,1,No,No,No,NA,4.99314998,147.4,Yes,Healthy
Cat024_0,Cat024,Own019,0,20/06/2017,04/07/2010,6.962354552,Non-pedigree,DSH,Female,Yes,4,6,30,No,0,No,150,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.465908119,87,Yes,Not_Healthy
Cat024_0.5,Cat024,Own019,0.5,19/12/2017,04/07/2010,7.460643395,Non-pedigree,DSH,Female,Yes,4.39,6,30,No,0,No,144,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.611152258,100.6,Yes,Not_Healthy
Cat024_1,Cat024,Own019,1,23/05/2018,04/07/2010,7.885010267,Non-pedigree,DSH,Female,Yes,3.86,6,30,No,0,No,156,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.691347882,109,No,Not_Healthy
Cat024_1.5,Cat024,Own019,1.5,22/11/2018,04/07/2010,8.386036961,Non-pedigree,DSH,Female,Yes,4.19,6,30,No,0,No,152,No,NA,No,No,No,No,No,No,No,NA,NA,1,Yes,1,No,No,No,NA,4.611152258,100.6,No,Not_Healthy
Cat024_2,Cat024,Own019,2,26/06/2019,04/07/2010,8.977412731,Non-pedigree,DSH,Female,Yes,4.14,6,28,No,0,No,154,No,0,No,No,No,No,No,No,No,Yes,6,1,Yes,1,No,No,No,NA,4.858260814,128.8,Yes,Not_Healthy
Cat024_2.5,Cat024,Own019,2.5,12/12/2019,04/07/2010,9.440109514,Non-pedigree,DSH,Female,Yes,3.97,5,30,No,0,No,168,No,NA,No,No,No,No,No,No,No,NA,NA,1,Yes,1,No,No,No,NA,4.782479201,119.4,Yes,Not_Healthy
Cat024_4,Cat024,Own019,4,22/06/2021,04/07/2010,10.96783025,Non-pedigree,DSH,Female,Yes,4.02,5,30,No,0,No,136,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,4.836281907,126,Yes,Not_Healthy
Cat024_4.5,Cat024,Own019,4.5,16/02/2022,04/07/2010,11.62217659,Non-pedigree,DSH,Female,Yes,3.87,5,20,No,0,No,152,No,0,No,No,No,No,No,No,No,Yes,NA,1,Yes,1,No,No,No,NA,4.941642423,140,Yes,Not_Healthy
Cat024_5,Cat024,Own019,5,31/08/2022,04/07/2010,12.15879535,Non-pedigree,DSH,Female,Yes,3.56,4,19,No,0,No,164,No,0,No,No,No,No,No,No,No,Yes,11,1,Yes,1,No,No,No,NA,4.743191484,114.8,No,Not_Healthy
Cat024_6,Cat024,Own019,6,22/08/2023,04/07/2010,13.13347023,Non-pedigree,DSH,Female,Yes,3.73,4,15,No,0,No,160,No,0,No,No,No,No,No,No,No,Yes,10,1,Yes,1,No,No,No,None,4.828313737,125,No,Not_Healthy
Cat025_0,Cat025,Own020,0,21/06/2017,22/06/2008,8.996577687,Non-pedigree,DSH,Male,Yes,4.84,4,30,No,0,No,160,No,0,No,No,No,No,No,No,No,No,0,1,No,1,No,No,No,NA,4.584967479,98,Yes,Not_Healthy
Cat025_0.5,Cat025,Own020,0.5,13/12/2017,22/06/2008,9.475701574,Non-pedigree,DSH,Male,Yes,5.21,5,30,No,0,No,208,No,NA,No,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.810557016,122.8,Yes,Not_Healthy
Cat025_1,Cat025,Own020,1,13/06/2018,22/06/2008,9.973990418,Non-pedigree,DSH,Male,Yes,5.35,5,30,No,0,No,198,No,0,No,No,No,No,No,No,No,Yes,3,1,Yes,1,No,No,No,NA,4.859812404,129,Yes,Not_Healthy
Cat025_1.5,Cat025,Own020,1.5,18/12/2018,22/06/2008,10.48870637,Non-pedigree,DSH,Male,Yes,5.23,5,30,No,0,No,192,No,0,No,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.927253685,138,Yes,Not_Healthy
Cat025_2,Cat025,Own020,2,11/06/2019,22/06/2008,10.96783025,Non-pedigree,DSH,Male,Yes,5.21,5,30,No,0,No,240,No,0,No,No,No,No,No,No,No,Yes,2,1,Yes,1,No,No,No,NA,4.935911748,139.2,Yes,Not_Healthy
Cat025_2.5,Cat025,Own020,2.5,22/01/2020,22/06/2008,11.58384668,Non-pedigree,DSH,Male,Yes,5.23,5,28,No,0,No,204,No,0,No,No,No,No,No,No,No,Yes,5,1,Yes,1,No,No,No,NA,4.95053137,141.25,Yes,Not_Healthy
Cat025_3,Cat025,Own020,3,21/07/2020,22/06/2008,12.07939767,Non-pedigree,DSH,Male,Yes,5.09,5,28,No,0,No,162,No,0,No,No,No,No,No,No,No,Yes,1,1,Yes,1,No,No,No,NA,4.905274778,135,Yes,Not_Healthy
Cat025_4,Cat025,Own020,4,03/08/2021,22/06/2008,13.11430527,Non-pedigree,DSH,Male,Yes,5.24,6,24,No,0,No,220,No,0,No,No,No,No,No,No,No,Yes,2,1,Yes,1,No,No,No,NA,4.882801923,132,No,Not_Healthy
Cat026_0,Cat026,Own021,0,21/06/2017,14/04/2008,9.185489391,Non-pedigree,DSH,Male,Yes,4.63,6,28,No,0,Yes,150,Yes,2,Yes,No,Yes,No,Yes,No,No,No,0,1,No,1,No,No,No,NA,4.80729437,122.4,Yes,Not_Healthy
Cat026_0.5,Cat026,Own021,0.5,21/11/2017,14/04/2008,9.604380561,Non-pedigree,DSH,Male,Yes,4.41,5,24,Yes,1,Yes,188,Yes,NA,Yes,No,Yes,No,Yes,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.882801923,132,Yes,Not_Healthy
Cat026_1,Cat026,Own021,1,08/05/2018,14/04/2008,10.06433949,Non-pedigree,DSH,Male,Yes,4.29,6,22,No,0,Yes,180,Yes,3,Yes,No,Yes,No,Yes,No,No,Yes,4,1,No,1,No,No,No,NA,4.753590191,116,No,Not_Healthy
Cat026_1.5,Cat026,Own021,1.5,14/11/2018,14/04/2008,10.58453114,Non-pedigree,DSH,Male,Yes,4.88,6,30,Yes,2,Yes,186,Yes,2,Yes,No,Yes,No,Yes,No,No,Yes,3,1,No,1,No,No,No,NA,4.93878119,139.6,No,Not_Healthy
Cat026_2,Cat026,Own021,2,06/06/2019,14/04/2008,11.1430527,Non-pedigree,DSH,Male,Yes,5.2,7,30,No,0,Yes,192,Yes,NA,Yes,No,Yes,No,Yes,No,No,Yes,1,1,No,1,No,No,No,NA,4.790819533,120.4,No,Not_Healthy
Cat026_2.5,Cat026,Own021,2.5,10/12/2019,14/04/2008,11.6550308,Non-pedigree,DSH,Male,Yes,5.24,7,26,No,0,Yes,192,Yes,2,Yes,No,Yes,No,Yes,No,No,Yes,NA,1,No,1,No,No,No,NA,5.023880521,152,No,Not_Healthy
Cat026_3.5,Cat026,Own021,3.5,10/12/2020,14/04/2008,12.65708419,Non-pedigree,DSH,Male,Yes,5.1,7,26,No,0,Yes,180,Yes,2,Yes,No,Yes,No,Yes,No,No,Yes,6,1,No,1,No,No,No,None (renal diet),4.905274778,135,No,Not_Healthy
Cat026_4,Cat026,Own021,4,29/06/2021,14/04/2008,13.2073922,Non-pedigree,DSH,Male,Yes,5.15,7,19,No,0,Yes,200,Yes,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,1,Yes,1,No,No,No,None (renal diet),5.075173815,160,No,Not_Healthy
Cat027_0,Cat027,Own022,0,27/06/2017,04/02/2009,8.391512663,Non-pedigree,DSH,Female,Yes,3.34,5,30,No,0,Yes,200,No,0,Yes,Yes,No,No,No,No,No,Yes,1,1,No,1,No,No,No,NA,5.087596335,162,Yes,Not_Healthy
Cat027_0.5,Cat027,Own022,0.5,05/12/2017,04/02/2009,8.832306639,Non-pedigree,DSH,Female,Yes,3.42,5,30,No,0,Yes,168,No,NA,Yes,No,No,No,No,No,No,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.6558633,105.2,Yes,Not_Healthy
Cat027_1,Cat027,Own022,1,05/06/2018,04/02/2009,9.330595483,Non-pedigree,DSH,Female,Yes,3.52,5,30,Yes,1,Yes,162,No,0,Yes,No,No,No,No,No,No,Yes,2,1,Yes,1,No,No,No,NA,4.882801923,132,Yes,Not_Healthy
Cat027_1.5,Cat027,Own022,1.5,05/12/2018,04/02/2009,9.831622177,Non-pedigree,DSH,Female,Yes,3.53,6,30,No,0,Yes,168,No,NA,Yes,No,No,No,No,No,No,NA,NA,1,Yes,1,No,No,No,NA,4.931592087,138.6,Yes,Not_Healthy
Cat027_2,Cat027,Own022,2,13/06/2019,04/02/2009,10.35181383,Non-pedigree,DSH,Female,Yes,3.37,6,30,No,0,Yes,174,No,0,Yes,No,No,No,No,No,No,No,0,1,Yes,1,No,No,No,NA,4.906755164,135.2,Yes,Not_Healthy
Cat027_2.5,Cat027,Own022,2.5,12/12/2019,04/02/2009,10.85010267,Non-pedigree,DSH,Female,Yes,3.2,5,24,No,0,Yes,174,No,0,Yes,No,No,No,No,No,No,Yes,2,1,Yes,1,No,No,No,NA,4.848116365,127.5,No,Not_Healthy
Cat027_4,Cat027,Own022,4,29/06/2021,04/02/2009,12.39698836,Non-pedigree,DSH,Female,Yes,3.15,5,28,Yes,1,Yes,180,No,0,Yes,No,No,No,No,No,No,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,5.052416828,156.4,Yes,Not_Healthy
Cat027_4.5,Cat027,Own022,4.5,21/12/2021,04/02/2009,12.87611225,Non-pedigree,DSH,Female,Yes,3,5,30,No,0,Yes,168,No,0,Yes,No,No,No,No,No,No,Yes,4,1,Yes,1,No,No,No,NA,4.718498871,112,Yes,Not_Healthy
Cat027_5,Cat027,Own022,5,15/06/2022,04/02/2009,13.35797399,Non-pedigree,DSH,Female,Yes,3.02,5,20,No,0,Yes,160,No,0,Yes,No,No,No,No,No,No,Yes,4,1,Yes,1,No,No,No,NA,4.71492105,111.6,No,Not_Healthy
Cat027_5.5,Cat027,Own022,5.5,31/01/2023,04/02/2009,13.98767967,Non-pedigree,DSH,Female,Yes,2.82,5,20,Yes,1,Yes,140,No,0,Yes,No,No,No,No,No,No,Yes,1,1,No,1,No,No,No,NA,4.736198448,114,Yes,Not_Healthy
Cat027_6,Cat027,Own022,6,08/08/2023,04/02/2009,14.50513347,Non-pedigree,DSH,Female,Yes,2.91,4,20,Yes,2,Yes,148,Yes,2,Yes,No,No,No,No,No,No,Yes,9,1,Yes,1,No,No,No,None,4.750135956,115.6,No,Not_Healthy
Cat028_0,Cat028,Own023,0,05/07/2017,12/12/2007,9.563312799,Non-pedigree,DSH,Female,Yes,6.69,8,30,No,0,No,170,No,0,Yes,No,Yes,No,No,No,Yes,Yes,NA,1,No,1,No,Yes,No,meloxicam,4.730039168,113.3,Yes,Not_Healthy
Cat028_0.5,Cat028,Own023,0.5,07/02/2018,12/12/2007,10.15742642,Non-pedigree,DSH,Female,Yes,6.69,8,30,No,0,No,170,No,0,Yes,No,Yes,No,No,Yes,Yes,Incomplete_OE,NA,1,No,1,No,Yes,No,meloxicam,4.700480366,110,No,Not_Healthy
Cat028_1,Cat028,Own023,1,18/07/2018,12/12/2007,10.5982204,Non-pedigree,DSH,Female,Yes,6.04,7,24,No,0,No,180,No,0,Yes,No,Yes,No,No,Yes,Yes,Yes,NA,1,No,1,No,Yes,No,meloxicam,4.828313737,125,No,Not_Healthy
Cat028_1.5,Cat028,Own023,1.5,10/01/2019,12/12/2007,11.08008214,Non-pedigree,DSH,Female,Yes,6.57,8,26,No,0,No,180,No,0,Yes,No,Yes,No,No,Yes,Yes,Yes,9,1,Yes,1,No,Yes,No,"Thyronorm, meloxicam",4.917056947,136.6,No,Not_Healthy
Cat028_2,Cat028,Own023,2,23/07/2019,12/12/2007,11.61122519,Non-pedigree,DSH,Female,Yes,6.48,8,28,No,0,No,180,No,0,Yes,No,Yes,No,No,Yes,Yes,Yes,NA,1,No,1,No,Yes,No,Radioactive iodine april 2019,4.812184355,123,No,Not_Healthy
Cat028_2.5,Cat028,Own023,2.5,28/01/2020,12/12/2007,12.12867899,Non-pedigree,DSH,Female,Yes,7.01,9,26,No,0,No,180,Yes,2,Yes,No,Yes,No,No,Yes,Yes,Yes,NA,1,Yes,1,No,Yes,No,meloxicam,5.043425117,155,No,Not_Healthy
Cat028_3,Cat028,Own023,3,14/07/2020,12/12/2007,12.58863792,Non-pedigree,DSH,Female,Yes,6.76,9,NA,No,0,No,180,Yes,2,Yes,No,Yes,No,No,Yes,Yes,Incomplete_OE,NA,1,No,1,No,Yes,No,meloxicam,4.976733742,145,No,Not_Healthy
Cat028_4,Cat028,Own023,4,21/07/2021,12/12/2007,13.60711841,Non-pedigree,DSH,Female,Yes,6.54,8,30,No,0,No,164,Yes,2,Yes,No,Yes,No,No,Yes,Yes,Yes,2,1,Yes,1,No,Yes,No,meloxicam,4.888844237,132.8,No,Not_Healthy
Cat028_4.5,Cat028,Own023,4.5,18/01/2022,12/12/2007,14.1026694,Non-pedigree,DSH,Female,Yes,5.97,7,22,No,0,No,180,Yes,NA,Yes,No,Yes,No,No,Yes,Yes,Yes,NA,1,No,1,No,Yes,No,NA,4.80729437,122.4,No,Not_Healthy
Cat028_5,Cat028,Own023,5,09/08/2022,12/12/2007,14.65845311,Non-pedigree,DSH,Female,Yes,6.05,7,24,No,0,No,180,Yes,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,6,1,Yes,1,No,Yes,No,"meloxicam, cortavance, isathal",5.121580188,167.6,No,Not_Healthy
Cat029_0,Cat029,Own023,0,05/07/2017,12/12/2007,9.563312799,Non-pedigree,DSH,Female,Yes,5.24,7,NA,Yes,1,Yes,180,No,0,No,No,Yes,No,No,No,Yes,Yes,NA,1,No,1,No,No,No,NA,4.744932128,115,Yes,Not_Healthy
Cat029_0.5,Cat029,Own023,0.5,07/02/2017,12/12/2007,9.158110883,Non-pedigree,DSH,Female,Yes,5.58,7,29,Yes,2,Yes,160,No,0,No,No,Yes,No,No,No,Yes,Incomplete_OE,NA,1,Yes,1,No,No,No,NA,4.997212274,148,Yes,Not_Healthy
Cat029_1,Cat029,Own023,1,18/07/2018,12/12/2007,10.5982204,Non-pedigree,DSH,Female,Yes,5.18,6,28,No,0,Yes,156,No,0,No,No,Yes,No,No,No,Yes,Yes,4,1,Yes,1,No,No,No,NA,4.976733742,145,Yes,Not_Healthy
Cat029_1.5,Cat029,Own023,1.5,10/01/2019,12/12/2007,11.08008214,Non-pedigree,DSH,Female,Yes,5.42,7,26,No,0,Yes,174,No,0,No,No,Yes,No,No,No,Yes,Yes,2,1,Yes,1,No,No,No,NA,4.833102254,125.6,Yes,Not_Healthy
Cat029_2,Cat029,Own023,2,23/07/2019,12/12/2007,11.61122519,Non-pedigree,DSH,Female,Yes,4.86,6,30,Yes,2,Yes,168,No,0,No,No,Yes,No,No,No,Yes,Yes,4,1,No,1,No,No,No,NA,4.825108606,124.6,Yes,Not_Healthy
Cat029_2.5,Cat029,Own023,2.5,28/01/2020,12/12/2007,12.12867899,Non-pedigree,DSH,Female,Yes,5.29,7,30,Yes,2,Yes,174,No,0,No,Yes,Yes,No,No,No,Yes,Yes,1,1,Yes,1,No,No,No,NA,5.075173815,160,Yes,Not_Healthy
Cat029_3,Cat029,Own023,3,14/07/2020,12/12/2007,12.58863792,Non-pedigree,DSH,Female,Yes,5.14,7,30,Yes,3,Yes,186,No,0,No,No,Yes,No,No,No,Yes,Incomplete_OE,NA,1,No,1,No,No,No,NA,4.79785453,121.25,Yes,Not_Healthy
